"voteshare","margin"
47.8115618228912,-58.0074608325958
0,-57.8843951225281
0,-57.8239023685455
14.7735595703125,-57.7092051506042
0,-57.5434803962708
62.2450351715088,-57.5077891349792
0,-57.4861168861389
40.8531129360199,-57.455575466156
22.5461810827255,-57.3884248733521
0,-57.3354959487915
30.2278846502304,-57.1767449378967
29.1674822568893,-57.1650981903076
41.090127825737,-57.1114897727966
25.0123083591461,-57.1053147315979
0,-57.0737600326538
40.7451689243317,-57.0434808731079
0,-56.9912672042847
0,-56.9492995738983
19.0361931920052,-56.9346189498901
20.9893465042114,-56.8870067596436
21.2441056966782,-56.6635847091675
32.4416607618332,-56.5491795539856
25.092676281929,-56.4424276351929
57.1127593517303,-56.4163088798523
0,-56.3614428043365
0,-56.3160061836243
22.8011220693588,-56.315803527832
0,-56.197851896286
0,-56.1967551708221
0,-56.1884045600891
61.492133140564,-56.1682224273682
28.6574482917786,-56.1508893966675
20.7311600446701,-56.0211300849915
0,-56.0201287269592
0,-56.011164188385
0,-55.9011697769165
0,-55.7633221149445
24.0156874060631,-55.6651055812836
82.7281892299652,-55.6005835533142
22.2866117954254,-55.5994272232056
25.4462480545044,-55.5991291999817
24.8180642724037,-55.4267764091492
0,-55.3562998771667
0,-55.3072869777679
0,-55.2804589271545
23.5637024044991,-55.271852016449
19.3783551454544,-55.2706480026245
17.083366215229,-54.9979448318481
0,-54.9076318740845
22.6285591721535,-54.8845052719116
0,-54.8536539077759
24.4875445961952,-54.8171758651733
23.7879887223244,-54.6853303909302
33.7903589010239,-54.6594262123108
0,-54.6395182609558
0,-54.62766289711
0,-54.582816362381
2.44585070759058,-54.5435667037964
46.0248827934265,-54.4979691505432
0,-54.4962763786316
25.7782191038132,-54.4491112232208
26.3653010129929,-54.4360160827637
0,-54.4298529624939
25.3369510173798,-54.224419593811
23.1372430920601,-54.060697555542
0,-54.0245890617371
49.1820812225342,-53.9728343486786
36.6497904062271,-53.9599657058716
0,-53.9596676826477
0,-53.7573456764221
29.3812900781631,-53.7571430206299
27.6699781417847,-53.705370426178
33.6374700069427,-53.6246478557587
49.1820812225342,-53.6047577857971
0,-53.3942103385925
21.915890276432,-53.3165574073792
0,-53.2952308654785
26.6299486160278,-53.1684160232544
22.6702839136124,-53.1295955181122
31.7901492118835,-53.1025528907776
0,-53.1024813652039
0,-53.0380845069885
35.6057554483414,-52.960205078125
21.4442580938339,-52.6765465736389
0,-52.6727020740509
0,-52.645617723465
0,-52.6168406009674
23.4809592366219,-52.6034474372864
27.1639764308929,-52.5333881378174
0,-52.4690747261047
43.7656283378601,-52.4240255355835
23.9781141281128,-52.4105191230774
0,-52.35475897789
24.7533738613129,-52.3535192012787
21.2057545781136,-52.2855997085571
27.9359966516495,-52.2402286529541
34.6089154481888,-52.1438598632812
22.426638007164,-52.0548760890961
27.2640138864517,-52.0222544670105
27.1150499582291,-51.985627412796
0,-51.9667685031891
0,-51.788455247879
16.7558446526527,-51.7852902412415
0,-51.7626881599426
0,-51.710456609726
38.8800233602524,-51.7003893852234
0,-51.6640901565552
0,-51.641583442688
34.8039329051971,-51.6103982925415
0,-51.5957534313202
0,-51.5816450119019
18.5897335410118,-51.5413701534271
32.9603731632233,-51.5402793884277
24.3912547826767,-51.3928294181824
44.7431832551956,-51.3791143894196
0,-51.3589024543762
24.0046009421349,-51.2923002243042
0,-51.2473821640015
0,-51.220428943634
26.9017249345779,-51.139360666275
30.8044642210007,-51.0980606079102
0,-50.7912993431091
0,-50.7788121700287
25.9933024644852,-50.7699728012085
26.3191014528275,-50.7692337036133
0,-50.7367253303528
25.7610350847244,-50.712251663208
31.7527383565903,-50.6911277770996
28.8098454475403,-50.6503224372864
37.628898024559,-50.6412267684937
22.7425128221512,-50.4866123199463
0,-50.3638744354248
29.4712334871292,-50.3231287002563
40.7994329929352,-50.2861142158508
30.0483167171478,-50.2614498138428
27.5195926427841,-50.2403020858765
24.6153846383095,-50.191593170166
23.207876086235,-50.1349687576294
30.9076249599457,-50.1015782356262
0,-50.0824570655823
0,-49.9944388866425
27.9958754777908,-49.9942660331726
28.4338682889938,-49.9822616577148
41.9727325439453,-49.9697089195251
9.36901643872261,-49.9666094779968
0,-49.9527931213379
28.842306137085,-49.9439239501953
29.4986218214035,-49.9438732862473
49.1820812225342,-49.9411523342133
33.4089159965515,-49.8805403709412
0,-49.8146444559097
26.5384048223495,-49.7920095920563
0,-49.6816426515579
48.4579294919968,-49.6459484100342
39.5904362201691,-49.6201038360596
32.736748456955,-49.5026051998138
26.1243611574173,-49.4347006082535
24.2063090205193,-49.383944272995
29.4983178377151,-49.3812084197998
26.756763458252,-49.3260979652405
0,-49.2733597755432
23.1646031141281,-49.2174237966537
30.5281400680542,-49.1618037223816
30.5281400680542,-49.1618037223816
0,-49.1485923528671
23.6392796039581,-49.1368532180786
25.6607294082642,-49.1312026977539
26.0214030742645,-49.1075038909912
29.3402582406998,-49.0583330392838
40.1153445243835,-49.0550398826599
0,-49.0005642175674
19.3343997001648,-48.9961564540863
21.7254087328911,-48.9265531301498
24.9325126409531,-48.8505005836487
20.9585666656494,-48.7665802240372
19.393864274025,-48.6709713935852
37.1220022439957,-48.659884929657
28.8000732660294,-48.6161947250366
26.0214537382126,-48.5135167837143
0,-48.493567109108
42.5265431404114,-48.4435647726059
30.6691020727158,-48.4412580728531
24.6929332613945,-48.3369559049606
32.2855323553085,-48.3351469039917
28.9278328418732,-48.3066618442535
31.6126644611359,-48.2915669679642
27.8548687696457,-48.2349127531052
19.9872300028801,-48.2247292995453
35.5393350124359,-48.2066184282303
33.0138593912125,-48.143595457077
0,-48.0841636657715
0,-48.0461001396179
33.8746190071106,-47.9571938514709
0,-47.9570955038071
30.6988954544067,-47.9546576738358
37.1015846729279,-47.8584438562393
25.6347358226776,-47.8462129831314
37.9163384437561,-47.7535992860794
32.7152192592621,-47.6694703102112
22.4095642566681,-47.543266415596
17.6471427083015,-47.4640607833862
0,-47.4462389945984
26.0399520397186,-47.4253177642822
30.2647411823273,-47.4161833524704
33.0954015254974,-47.4157005548477
33.3102762699127,-47.3618000745773
33.6769133806229,-47.3611503839493
0,-47.286856174469
47.2475677728653,-47.2773790359497
21.7787846922874,-47.2467541694641
23.6598029732704,-47.1807152032852
35.4679226875305,-47.1574068069458
29.7954052686691,-47.1520662307739
39.9077534675598,-47.1461743116379
27.7865618467331,-47.1272706985474
19.5565208792686,-47.0278948545456
45.7662224769592,-46.9825714826584
22.2638145089149,-46.9631403684616
51.0087609291077,-46.939218044281
25.2202183008194,-46.8777537345886
26.6281425952911,-46.8726307153702
39.5238280296326,-46.8630820512772
19.8620110750198,-46.8013852834702
29.8393040895462,-46.7847585678101
29.0554344654083,-46.7846423387527
37.9405528306961,-46.7844843864441
20.89803814888,-46.7437148094177
46.6404289007187,-46.7401027679443
42.5080686807632,-46.7373251914978
34.0302616357803,-46.7264890670776
28.863263130188,-46.6992557048798
81.082421541214,-46.6247469186783
0,-46.566367149353
33.9817315340042,-46.5637534856796
33.2619994878769,-46.5401649475098
49.0063309669495,-46.5225219726562
0,-46.4864730834961
29.4390499591827,-46.4618414640427
26.5974938869476,-46.4583545923233
0,-46.4510917663574
48.0486392974854,-46.4450478553772
28.2234787940979,-46.4307725429535
0,-46.3766664266586
41.8678522109985,-46.3699132204056
33.2024961709976,-46.340349316597
29.5627892017365,-46.3103294372559
34.7118079662323,-46.3078260421753
40.0657504796982,-46.2313503026962
25.333645939827,-46.2095499038696
45.9465831518173,-46.1511850357056
25.1009255647659,-46.1386352777481
20.9969326853752,-46.1112201213837
53.8072347640991,-46.0866451263428
33.7441504001617,-46.0222393274307
51.0087609291077,-46.0181951522827
32.6538294553757,-46.0118144750595
0,-46.0055410861969
30.8555424213409,-45.9774494171143
29.5596420764923,-45.9567278623581
32.1680933237076,-45.9490090608597
0,-45.9400296211243
22.1997082233429,-45.8590775728226
28.389099240303,-45.7769870758057
36.5265339612961,-45.7730412483215
22.7518603205681,-45.7698971033096
20.4596653580666,-45.6764340400696
32.3907852172852,-45.6720471382141
22.4147632718086,-45.5768346786499
37.4040126800537,-45.4808682203293
42.0272260904312,-45.4719692468643
35.1866185665131,-45.4434245824814
41.5871292352676,-45.4263180494308
0,-45.3706294298172
24.2496877908707,-45.3337818384171
0,-45.3162223100662
24.8798489570618,-45.2408105134964
27.0896822214127,-45.2261239290237
26.3565719127655,-45.2172130346298
24.5823338627815,-45.1980262994766
0,-45.1454162597656
48.5150963068008,-45.1271861791611
20.5013439059258,-45.1079249382019
15.6650185585022,-45.0572729110718
34.8313242197037,-45.0052380561829
39.7927701473236,-44.9738293886185
36.7972880601883,-44.9692100286484
30.7853579521179,-44.960817694664
26.2490719556808,-44.8912352323532
29.428893327713,-44.7682470083237
31.8596571683884,-44.7656780481339
32.1746677160263,-44.7377115488052
23.4377041459084,-44.7107166051865
23.3860105276108,-44.6968048810959
23.6617267131805,-44.6945309638977
37.4721974134445,-44.6857839822769
26.7984241247177,-44.6824103593826
35.5822086334229,-44.6295768022537
19.8784843087196,-44.6114540100098
38.0375057458878,-44.599449634552
26.7745584249496,-44.5937395095825
31.2868148088455,-44.5618182420731
28.944057226181,-44.5397853851318
25.9208351373672,-44.5115298032761
0,-44.4735795259476
30.4115504026413,-44.3422347307205
30.4662883281708,-44.3242162466049
41.3129687309265,-44.2932635545731
21.8419969081879,-44.277286529541
59.21391248703,-44.2464977502823
0,-44.2340046167374
29.2507648468018,-44.2055910825729
59.4557464122772,-44.1795110702515
27.4548321962357,-44.1787004470825
26.6077518463135,-44.1549837589264
25.470831990242,-44.1280096769333
9.51758474111557,-44.1100388765335
31.6880583763123,-44.0662384033203
34.4586461782455,-43.9909905195236
23.0576917529106,-43.9320415258408
25.9527713060379,-43.8706129789352
28.2873749732971,-43.7690049409866
30.2048742771149,-43.7075704336166
29.9426317214966,-43.6817228794098
36.2064570188522,-43.6537027359009
28.1578153371811,-43.6413496732712
27.8767496347427,-43.6276406049728
34.0630859136581,-43.555411696434
31.354433298111,-43.5337632894516
37.281808257103,-43.5206353664398
28.3051669597626,-43.4840470552444
28.8701146841049,-43.4792399406433
0,-43.4663534164429
0,-43.448069691658
41.81909263134,-43.4252500534058
25.743243098259,-43.4017688035965
31.9579154253006,-43.3620691299438
28.3503800630569,-43.300724029541
34.1980963945389,-43.2992428541183
36.7733269929886,-43.2675510644913
30.8600932359695,-43.243682384491
31.5093159675598,-43.2362049818039
24.2188721895218,-43.2218044996262
32.8940778970718,-43.1621909141541
29.4010400772095,-43.1538492441177
40.3898268938065,-43.1429415941238
33.8013023138046,-43.1322664022446
25.3170728683472,-43.0692762136459
28.7307411432266,-43.0396348237991
48.8389313220978,-43.0162191390991
48.4400391578674,-43.0123001337051
54.5434713363647,-42.9337352514267
25.637474656105,-42.9013460874557
31.4035832881927,-42.9012268781662
45.1822340488434,-42.8335964679718
36.6393774747849,-42.8237944841385
24.0334793925285,-42.817547917366
26.4096409082413,-42.7856892347336
36.3204002380371,-42.7734285593033
32.9311192035675,-42.7635788917542
0,-42.7484571933746
19.6541056036949,-42.7385807037354
27.8829962015152,-42.6851034164429
31.824517250061,-42.655935883522
25.91712474823,-42.5821900367737
31.8584620952606,-42.5092607736588
27.4009853601456,-42.4754738807678
25.6919026374817,-42.4209386110306
28.8536906242371,-42.3803091049194
23.9740878343582,-42.3644006252289
0,-42.3597574234009
29.2018741369247,-42.3534005880356
26.5303909778595,-42.3479080200195
25.4315733909607,-42.3402070999146
51.0087609291077,-42.3153877258301
26.6712486743927,-42.3070102930069
30.3716003894806,-42.2854900360107
36.2229138612747,-42.2793060541153
34.4686776399612,-42.2597736120224
24.6328234672546,-42.232209444046
27.4051517248154,-42.1978861093521
29.8419654369354,-42.1443343162537
35.5794489383698,-42.1300977468491
0,-42.1097755432129
31.8212777376175,-42.0936852693558
44.5014387369156,-42.0027822256088
21.4335799217224,-41.9386476278305
47.0006138086319,-41.8865233659744
37.763512134552,-41.8538153171539
53.8647770881653,-41.8294459581375
47.2786337137222,-41.7904615402222
27.386936545372,-41.7797684669495
39.5282596349716,-41.7542636394501
37.1971815824509,-41.7540282011032
43.7871307134628,-41.7326301336288
42.2310918569565,-41.6940718889236
29.2019098997116,-41.6783779859543
0,-41.6650384664536
0,-41.6362076997757
34.0480834245682,-41.5962487459183
28.4877806901932,-41.596183180809
27.7031123638153,-41.4912641048431
27.685210108757,-41.4877206087112
32.6057434082031,-41.433510184288
21.6082289814949,-41.4064884185791
41.0550028085709,-41.3672655820847
28.9647370576859,-41.3635760545731
30.5324733257294,-41.3494795560837
40.0275141000748,-41.3287848234177
39.7088080644608,-41.2727266550064
0,-41.2547379732132
34.1712415218353,-41.2429362535477
27.8288811445236,-41.2374228239059
30.1159113645554,-41.2174761295319
0,-41.1972880363464
54.0138781070709,-41.1937355995178
35.6730967760086,-41.142213344574
21.3010042905807,-41.0784125328064
27.1657735109329,-41.021254658699
32.5956761837006,-40.9616857767105
34.8495811223984,-40.9340709447861
28.3662229776382,-40.8807158470154
27.617159485817,-40.8744215965271
37.9073262214661,-40.870127081871
25.8308440446854,-40.8509105443954
28.897026181221,-40.7968699932098
46.4590072631836,-40.7878994941711
34.2543870210648,-40.7642126083374
31.2362104654312,-40.7324939966202
35.9982132911682,-40.7251983880997
45.0934320688248,-40.700626373291
43.8744306564331,-40.6471371650696
38.2170498371124,-40.5970335006714
30.4016202688217,-40.5677616596222
38.6823803186417,-40.5611723661423
41.0276681184769,-40.5544102191925
26.5202552080154,-40.4909819364548
23.4951019287109,-40.4091864824295
36.1188024282455,-40.4056191444397
29.7429025173187,-40.3226286172867
34.1956198215485,-40.3213888406754
40.7358676195145,-40.3160691261292
29.6808451414108,-40.3132438659668
43.4131056070328,-40.2779012918472
29.8255771398544,-40.2545660734177
33.4847867488861,-40.2522474527359
34.016415476799,-40.2305543422699
33.1930071115494,-40.2007162570953
28.8341701030731,-40.1846826076508
31.5043836832047,-40.1192188262939
26.4089912176132,-40.112367272377
40.6532347202301,-40.0190502405167
28.5899072885513,-39.8811310529709
27.6180356740952,-39.7892951965332
0,-39.7375583648682
43.9570546150208,-39.7232204675674
31.1616539955139,-39.7067457437515
20.9680482745171,-39.6616131067276
26.9244074821472,-39.5902514457703
45.2440947294235,-39.5659655332565
24.8692750930786,-39.5442336797714
37.8535538911819,-39.5341694355011
35.2861106395721,-39.4439309835434
37.5001192092896,-39.4305109977722
46.4536756277084,-39.4057065248489
31.0705244541168,-39.3768012523651
0,-39.3519312143326
32.3839455842972,-39.343723654747
40.6831055879593,-39.3149584531784
43.9927935600281,-39.2701268196106
44.6946144104004,-39.2679542303085
31.1296314001083,-39.2438411712646
28.9270997047424,-39.216285943985
33.0150544643402,-39.212441444397
28.418904542923,-39.1989946365356
0,-39.1967624425888
24.7134849429131,-39.141258597374
35.2908551692963,-39.1017764806747
41.5063321590424,-39.0711098909378
36.700451374054,-39.0509963035583
25.9093582630157,-38.989719748497
39.471447467804,-38.9613777399063
0,-38.960936665535
31.8191289901733,-38.9437198638916
31.8191289901733,-38.9437198638916
26.599308848381,-38.9224529266357
39.5947217941284,-38.9045476913452
33.203399181366,-38.8816207647324
32.6525181531906,-38.8253211975098
0,-38.804417848587
0,-38.804417848587
41.0445362329483,-38.7714803218842
31.213903427124,-38.7107461690903
35.1040303707123,-38.7045472860336
24.6544376015663,-38.614547252655
29.5970737934113,-38.5345667600632
33.4704995155334,-38.5015100240707
30.3060412406921,-38.4849548339844
27.5154799222946,-38.4123831987381
30.420458316803,-38.3385121822357
0,-38.30406665802
40.455350279808,-38.2856369018555
31.8181276321411,-38.2549285888672
0,-38.2548630237579
30.8965086936951,-38.1952852010727
33.2382917404175,-38.194152712822
31.2541604042053,-38.1869077682495
0,-38.1847500801086
40.9613341093063,-38.1782978773117
29.5649379491806,-38.1578058004379
37.6311659812927,-38.1337285041809
33.7357223033905,-38.1201714277267
27.2782891988754,-37.9716485738754
46.650892496109,-37.965053319931
33.0892831087112,-37.9427462816238
33.4820568561554,-37.9043221473694
19.8974341154099,-37.8638863563538
19.7785153985023,-37.7559661865234
31.4718186855316,-37.7407342195511
35.9046757221222,-37.712088227272
27.9028743505478,-37.6985728740692
36.3148897886276,-37.6886248588562
34.1449171304703,-37.6766920089722
38.5152548551559,-37.640368938446
38.9870494604111,-37.6340746879578
41.4131820201874,-37.5898540019989
26.0768920183182,-37.5275820493698
27.1134793758392,-37.4971866607666
30.8621525764465,-37.4492824077606
31.1163514852524,-37.4263674020767
0,-37.3908132314682
35.2898269891739,-37.3859316110611
35.0783705711365,-37.3423218727112
31.9267779588699,-37.3414576053619
34.0658932924271,-37.3302340507507
45.7662224769592,-37.3217225074768
13.4280011057854,-37.3132109642029
33.70720744133,-37.2640877962112
48.5483169555664,-37.2515082359314
32.0753395557404,-37.2486114501953
50.9055495262146,-37.2337937355042
29.2561382055283,-37.232831120491
32.3628962039948,-37.1656537055969
37.1545433998108,-37.0872020721436
32.6432079076767,-37.0783537626266
33.4685653448105,-37.0611786842346
28.0725866556168,-37.0404541492462
30.6423842906952,-37.0156228542328
0,-36.9973868131638
27.6568710803986,-36.9912356138229
46.6368049383163,-36.893019080162
0,-36.8027836084366
29.5126229524612,-36.8024885654449
38.0723655223846,-36.7813020944595
30.4491132497787,-36.7762923240662
53.4102320671082,-36.7746710777283
35.8915001153946,-36.7224842309952
38.9941781759262,-36.7015570402145
37.0751231908798,-36.6507858037949
25.7645428180695,-36.6241782903671
31.9966703653336,-36.6238832473755
36.9408994913101,-36.6208106279373
38.8361096382141,-36.4950776100159
0,-36.4240139722824
26.750048995018,-36.4233434200287
0,-36.4197015762329
51.4549970626831,-36.3980025053024
36.7641359567642,-36.3964438438416
33.2492411136627,-36.324468255043
42.6678478717804,-36.3004058599472
33.9467138051987,-36.267814040184
35.86106300354,-36.2572550773621
51.2727022171021,-36.2400531768799
33.9603513479233,-36.2188190221786
30.7305842638016,-36.204195022583
56.7897081375122,-36.1836701631546
30.6900143623352,-36.1739158630371
34.6610069274902,-36.145555973053
28.1968325376511,-36.084172129631
28.7625998258591,-36.0685110092163
29.5191556215286,-36.0388725996017
25.896480679512,-36.0019326210022
43.5637921094894,-35.9830766916275
58.3470940589905,-35.9624832868576
33.4064453840256,-35.9457463026047
41.4044290781021,-35.9411060810089
31.9047451019287,-35.9376341104507
41.9551759958267,-35.916605591774
27.6150733232498,-35.9109669923782
23.7333059310913,-35.8768582344055
27.6311427354813,-35.8483403921127
34.5041900873184,-35.8364105224609
46.0765898227692,-35.8226180076599
31.607311964035,-35.8180016279221
26.6076773405075,-35.7642024755478
64.0888392925262,-35.6971859931946
0,-35.6895714998245
40.4680967330933,-35.6638163328171
39.6903306245804,-35.6479287147522
65.2861356735229,-35.630989074707
30.1383882761002,-35.6298446655273
35.2451115846634,-35.5957061052322
34.3719899654388,-35.5500251054764
0,-35.5479419231415
0,-35.5465233325958
27.446037530899,-35.5181336402893
28.1861811876297,-35.4842901229858
41.8450266122818,-35.4319363832474
0,-35.4107767343521
29.6433538198471,-35.4090422391891
38.4411215782166,-35.4043692350388
31.9434940814972,-35.3562504053116
33.1387877464294,-35.2828621864319
34.3067288398743,-35.2633893489838
38.3022308349609,-35.2284789085388
31.1829626560211,-35.2049142122269
40.864834189415,-35.1995944976807
38.2644951343536,-35.1800382137299
33.264297246933,-35.1687580347061
34.2325776815414,-35.1572513580322
52.3418366909027,-35.1496785879135
42.3271626234055,-35.1323246955872
26.7325103282928,-35.1040631532669
31.0478389263153,-35.0805252790451
41.9707655906677,-34.9689602851868
34.1510444879532,-34.960475564003
34.2146933078766,-34.9569201469421
21.5335607528687,-34.9522709846497
35.0695937871933,-34.9438637495041
54.0275514125824,-34.9293559789658
39.4619554281235,-34.9289387464523
36.8030369281769,-34.8970293998718
46.1737036705017,-34.8846852779388
37.3823374509811,-34.8818153142929
34.0700745582581,-34.871506690979
21.9894349575043,-34.8685473203659
34.7310930490494,-34.8599523305893
44.9065208435059,-34.8002552986145
44.9065208435059,-34.8002552986145
28.5881012678146,-34.7978532314301
19.288994371891,-34.7969263792038
34.9331468343735,-34.796079993248
44.123512506485,-34.7885131835938
27.0973592996597,-34.7665458917618
38.3356541395187,-34.7524106502533
42.9603308439255,-34.7377061843872
30.2971452474594,-34.7135871648788
43.5816824436188,-34.7101271152496
33.2323342561722,-34.6923440694809
33.8899552822113,-34.6249461174011
36.2253427505493,-34.6124291419983
30.9937566518784,-34.5752656459808
28.1952500343323,-34.5477372407913
35.8664780855179,-34.5262408256531
33.6192280054092,-34.4902962446213
36.1906111240387,-34.4712227582932
30.8708488941193,-34.4553381204605
26.7774760723114,-34.4335675239563
39.8833334445953,-34.4171971082687
49.1805911064148,-34.3830138444901
47.2283959388733,-34.3648463487625
45.7662224769592,-34.3623042106628
35.2614790201187,-34.301483631134
28.3818989992142,-34.2904180288315
36.2437278032303,-34.282112121582
27.8284430503845,-34.2714548110962
35.2545410394669,-34.26813185215
51.4653503894806,-34.2574089765549
33.2998484373093,-34.2472672462463
33.9925557374954,-34.2118471860886
0,-34.201368689537
32.7812016010284,-34.1543793678284
28.7089049816132,-34.1329127550125
28.6254227161407,-34.1029554605484
45.1833486557007,-34.033203125
26.607620716095,-34.0013414621353
46.1763888597488,-33.9698910713196
20.8251059055328,-33.9472383260727
0,-33.9425295591354
35.2510213851929,-33.9109987020493
46.5673536062241,-33.9065283536911
36.6395562887192,-33.887767791748
31.51715695858,-33.8677734136581
34.2597246170044,-33.8660955429077
32.8161925077438,-33.8482856750488
30.8637708425522,-33.8399708271027
52.3190915584564,-33.7630271911621
32.0325076580048,-33.7388396263123
33.8530838489532,-33.7324470281601
50.0127255916595,-33.7253481149673
36.0719323158264,-33.7206721305847
31.0752600431442,-33.6373537778854
28.8572549819946,-33.6258351802826
52.5775492191315,-33.6179494857788
37.7608835697174,-33.5932016372681
